,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,2.0187895774841307,0.04880479274473448,0.001601266860961914,0.0004903588922239601,0.001,"[100, 100]",0.001,"{'alpha': 0.001, 'hidden_layer_sizes': [100, 100], 'learning_rate_init': 0.001}",0.18216341769265845,0.14547098527460076,0.19696117969980595,0.13951681763902993,0.1539201686386509,0.15684754521963826,0.16451965872716778,0.1636258779546023,0.13743293990840824,0.19900400796793627,0.16394625987224987,0.021079209455213622,9
1,0.5043462991714478,0.027143882313910173,0.0015012502670288086,0.0005004167897539156,0.001,"[100, 100]",0.01,"{'alpha': 0.001, 'hidden_layer_sizes': [100, 100], 'learning_rate_init': 0.01}",0.1370527910776714,0.1535805831537059,0.19337450800430286,0.1640226497162269,0.15366947064423483,0.15233365633074936,0.15507476109682647,0.16742869950943098,0.13872024909045427,0.1968824249406005,0.16121397935642034,0.019169033352173574,12
2,0.7345501899719238,0.01964612840708152,0.0015014171600341796,0.0005003452800902307,0.001,"[100, 100]",0.005,"{'alpha': 0.001, 'hidden_layer_sizes': [100, 100], 'learning_rate_init': 0.005}",0.17527549779601767,0.14586666824164854,0.17620393326236325,0.14495558790830868,0.1586359309125527,0.14423449612403103,0.15482775490646614,0.1789097915993545,0.15915125405535754,0.18123655010759912,0.16192974649136993,0.01403997876559011,11
3,1.7200716257095336,0.042530679059254256,0.0019015789031982422,0.0003003916055064327,0.001,"[100, 100, 100]",0.001,"{'alpha': 0.001, 'hidden_layer_sizes': [100, 100, 100], 'learning_rate_init': 0.001}",0.19056586297309622,0.14509776094364435,0.1910079888558925,0.19041375373890987,0.1434329525363797,0.266437006003952,0.16867979641238814,0.1876096410775269,0.13812766593765702,0.185250117999056,0.18066225464785027,0.03511474724026001,2
4,0.6193945407867432,0.1701161006904586,0.0019017457962036133,0.00030020878011491385,0.001,"[100, 100, 100]",0.01,"{'alpha': 0.001, 'hidden_layer_sizes': [100, 100, 100], 'learning_rate_init': 0.01}",0.14312917996656027,0.16453501290765812,0.239783760033537,0.15045483186651787,0.17440000479996157,0.1714277910776714,0.1699618118001127,0.198386089989569,0.13922805644482716,0.19292905656754747,0.17442355954539623,0.028474267966943214,4
5,0.6943159818649292,0.02468478972864231,0.0019017934799194336,0.00030022469992890377,0.001,"[100, 100, 100]",0.005,"{'alpha': 0.001, 'hidden_layer_sizes': [100, 100, 100], 'learning_rate_init': 0.005}",0.1721702101383189,0.1834608302002173,0.2019805495162319,0.13717042778148933,0.13272303821569428,0.1500610370117039,0.15672681109856426,0.15570482231945212,0.1781681776775443,0.21288859689122486,0.16810545008504413,0.025148283382072614,7
6,1.9532292366027832,0.04086822758125426,0.0014012575149536133,0.0004903588719375971,0.01,"[100, 100]",0.001,"{'alpha': 0.01, 'hidden_layer_sizes': [100, 100], 'learning_rate_init': 0.001}",0.18583751329989362,0.1463481782570569,0.2316767565206459,0.14032673062557094,0.23586461308309536,0.15597948966408268,0.1426695789823512,0.16085474557820678,0.14163093489587691,0.2056203550371597,0.174680889594394,0.03565750487845671,3
7,0.5335729122161865,0.03351450267197291,0.0013011932373046876,0.00045863020112759404,0.01,"[100, 100]",0.01,"{'alpha': 0.01, 'hidden_layer_sizes': [100, 100], 'learning_rate_init': 0.01}",0.13589403784769724,0.1806309710649323,0.2026163626408943,0.14722358455632317,0.1522405820753434,0.1503674095607235,0.15708705886593277,0.1887967597044314,0.14980231674031855,0.19637072903416772,0.16610298120907646,0.022430377556527728,8
8,0.7204306364059448,0.026163909666998265,0.0016036272048950196,0.0004921827873826548,0.01,"[100, 100]",0.005,"{'alpha': 0.01, 'hidden_layer_sizes': [100, 100], 'learning_rate_init': 0.005}",0.19891487118103057,0.139200204316041,0.1598141046847559,0.14324049509152095,0.15779613763089895,0.16102679928560573,0.14650106697451507,0.18969300927374075,0.15279933912850951,0.1735220118239054,0.1622508039390524,0.018659460648902913,10
9,1.7365367650985717,0.034506486477117494,0.0019016742706298828,0.00030026445317611427,0.01,"[100, 100, 100]",0.001,"{'alpha': 0.01, 'hidden_layer_sizes': [100, 100, 100], 'learning_rate_init': 0.001}",0.16278808519531843,0.1646857492760573,0.18880804455068503,0.1974332660104293,0.1556048551611587,0.2669578393372853,0.17661080137729138,0.188486834059983,0.13812766593765702,0.1926017591859265,0.18321049000917922,0.033108311443016535,1
10,0.6356623649597168,0.1893405654686902,0.0020017385482788085,2.4891630432392474e-07,0.01,"[100, 100, 100]",0.01,"{'alpha': 0.01, 'hidden_layer_sizes': [100, 100, 100], 'learning_rate_init': 0.01}",0.15248850509195924,0.20023998218756053,0.2453238418336545,0.14922625859289554,0.13971608227134183,0.18043039405684755,0.1637102552750346,0.19665086788191158,0.14735536624475074,0.13375072999416004,0.17088922834301162,0.03304687374230135,5
11,0.693215274810791,0.018988821447719333,0.0019015073776245117,0.00030020885585342047,0.01,"[100, 100, 100]",0.005,"{'alpha': 0.01, 'hidden_layer_sizes': [100, 100, 100], 'learning_rate_init': 0.005}",0.1474609078127375,0.15683505229734962,0.19728478232046473,0.12934100252342892,0.2354294165646675,0.14983090135278918,0.16276387666952816,0.16057229724714114,0.17811918192159049,0.1850063199494404,0.17026437386591375,0.02863284113930931,6
